CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
11622393-101000966511,"11712 KIRKWOOD, HOUSTON TX 77477",HARRIS,F,ALIEF,1080330000006,,,,,,569A,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-05 20:31:06,2013-04-15 20:31:05,2013-04-11 12:05:01,-4.35,Pothole,3053426.53,13801461.31,,,Voice In
11622407-101000966534,Intersection 11800 BRIAR FOREST DR&1900 KIRKWOOD RD,,G,BRIAR FOREST,,,,,,,489N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-05 22:19:25,2013-04-15 22:19:25,2013-04-09 09:05:01,-6.55,Pothole,,,,,WEB
11622408-101000966535,Intersection 11800 BRIAR FOREST DR&1900 KIRKWOOD RD,,G,BRIAR FOREST,,,,,,,489N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-05 22:26:04,2013-04-15 22:26:04,2013-04-09 09:05:02,-6.56,Pothole,,,,,WEB
11622412-101000966547,"7423 W FUQUA, HOUSTON TX 77489",FORT BEND,K,FORT BEND HOUSTON,2150080060510907,SW,SW,FRIDAY,3rd Friday,FRIDAY-A,570Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-05 23:51:16,2013-04-15 23:51:15,2013-04-11 12:25:01,-4.48,Pothole - 9076,3081174.6766,13781904.38415,29.59856837,-95.49803642,WAP
11622413-101000966548,"7402 CASTLEVIEW, HOUSTON TX 77489",FORT BEND,K,FORT BEND HOUSTON,2150020150100907,SW,SW,FRIDAY,3rd Friday,FRIDAY-A,570Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-05 23:51:17,2013-04-15 23:51:16,2013-04-11 13:25:01,-4.43,Pothole - 9075,3081551.6501,13782414.541820003,29.59996752,-95.49704619,WAP
11622414-101000966554,"13402 CHIPMAN GLEN, HOUSTON TX 77082",HARRIS,F,ELDRIDGE / WEST OAKS,1138230000028,SW,SW,MONDAY,1st Thursday,MONDAY-A,528C,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-06 02:01:15,2013-04-16 02:01:15,2013-04-09 09:05:01,-6.71,Pothole - 9078,3040738.95112,13823658.444659997,29.71694031,-95.62166612,WAP
11622415-101000966555,"13402 CHIPMAN GLEN, HOUSTON TX 77082",HARRIS,F,ELDRIDGE / WEST OAKS,1138230000028,SW,SW,MONDAY,1st Thursday,MONDAY-A,528C,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-06 02:01:19,2013-04-16 02:01:19,2013-04-09 08:45:02,-6.72,Pothole - 9079,3040734.57267,13823669.9278,29.71694031,-95.62166612,WAP
11622451-101000966646,Intersection 8600 AIRPORT BLVD&7800 MONROE RD,,I,GREATER HOBBY AREA,,,,,,,575C,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-06 09:50:44,2013-04-16 09:50:43,2013-04-09 15:05:02,-6.78,Pothole,,,,,WEB
11622618-101000967028,"11405 NORTH FWY, HOUSTON TX 77038",HARRIS,B,GREATER GREENSPOINT,1094670000008,,,,,,372U,Greater Greenspoint MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-07 10:01:11,2013-04-17 10:01:11,2013-04-09 10:05:01,-8.0,Pothole - 9155,3104312.11203,13903760.02273,29.93208252,-95.41359412,WAP
11622622-101000967037,Intersection 1700 OLIVER ST&2600 SUMMER ST,,H,WASHINGTON AVENUE COALITION / MEMORIAL P,,,,,,,493E,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-07 10:49:56,2013-04-17 10:49:56,2013-04-09 11:45:01,-7.96,Pothole,,,,,Unknown
11622628-101000967046,Intersection 6400 HAMMAN ST&6500 WASHINGTON AVE,Harris County,C,WASHINGTON AVENUE COALITION / MEMORIAL P,,NW,NW,MONDAY,1st Wednesday,MONDAY-A,492F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-07 11:15:51,2013-04-17 11:15:51,2013-04-09 11:25:01,-7.99,Pothole,,,29.77592459,-95.42724621,WEB
11622640-101000967071,"4600 CULLEN, HOUSTON TX 77004",HARRIS,D,MACGREGOR,0410070070062,SE,,TUESDAY,3rd Thursday,,533H,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-07 12:21:13,2013-04-17 12:21:13,2013-04-11 15:45:02,-5.86,Pothole - 9167,3126783.10041,13825306.654579997,29.71455271,-95.34979724,WAP
11622674-101000967145,"1913 GILLETTE, HOUSTON TX 77006",HARRIS,C,FOURTH WARD,1260870000009,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-07 16:12:13,2013-04-17 16:12:12,2013-04-09 12:05:01,-8.17,Pothole - 9177,3115892.08066,13838578.76136,29.75159617,-95.38333276,WAP
11622677-101000967151,"6901 ARDMORE, HOUSTON TX 77021",HARRIS,D,ASTRODOME AREA,1274030010001,,,,,,533K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-07 16:31:13,2013-04-17 16:31:13,2013-04-09 13:45:02,-8.12,Pothole - 9178,3118238.18568,13819239.02421,29.69826502,-95.37768489,WAP
11622708-101000967231,Intersection 5716 HARRIET ST&2100 SUNNYLAND ST,Harris County,I,LAWNDALE / WAYSIDE,,SE,SE,MONDAY,1st Wednesday,MONDAY-A,534C,East End MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-07 22:56:45,2013-04-17 22:56:44,2013-04-09 14:05:01,-8.37,Pothole,3136883.30745,13827140.45973,29.71838575,-95.31838987,Voice In
11622723-101000967284,Intersection 2100 HARDY RD&1700 NOBLE ST,Harris County,H,NEAR NORTHSIDE,,NE,NW,FRIDAY,1st Friday,FRIDAY-B,493D,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-08 07:20:12,2013-04-18 07:20:12,2013-04-11 11:25:01,-6.83,Pothole,,,29.78048141,-95.35137945,WEB
11622749-101000967320,6500 MAIN TX 77030,HARRIS,D,MEDICAL CENTER AREA,1176260030003,,,,,,532H,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-08 08:06:02,2013-04-18 08:06:02,2013-04-11 15:25:02,-6.7,Pothole,3110788.35,13823579.87,29.71083213,-95.4009085,Voice In
11622764-101000967357,"14355 ARBORCREST, HOUSTON TX 77062",HARRIS,E,CLEAR LAKE,1168340060014,SE,SW,THURSDAY,2nd Wednesday,Thursday-b,618A,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-08 08:31:16,2013-04-18 08:31:16,2013-04-10 14:05:01,-7.77,Pothole - 9229,3196770.6234,13781736.40925,,,WAP
11622786-101000967433,"7500 AIRPORT, HOUSTON TX 77061",HARRIS,I,GREATER HOBBY AREA,0421950000031,,,,,,575A,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-08 09:11:12,2013-04-18 09:11:11,2013-04-10 11:25:01,-7.91,Pothole - 9234,3147983.24407,13805303.46417,29.65669653,-95.28634302,WAP
11622838-101000967558,"11212 WESTPARK, HOUSTON TX 77042",HARRIS,F,WESTCHASE,1231700000001,,,,,,529C,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-08 10:11:57,2013-04-18 10:11:57,2013-04-10 16:05:01,-7.75,Pothole,3057262.22,13825933.65,29.72172553,-95.56924059,Voice In
11622848-101000967603,Intersection 4500 LIVE OAK ST&2600 ROSEWOOD ST,Harris County,D,GREATER THIRD WARD,,SE,SW,TUESDAY,3rd Friday,TUESDAY-A,493Y,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-08 10:29:06,2013-04-18 10:29:06,2013-04-10 15:05:02,-7.81,Pothole,,,29.72527313,-95.36975095,WEB
11622854-101000967621,Intersection 2400 CLEAR LAKE CITY BLVD&14100 SPACE CENTER BLVD,,E,CLEAR LAKE,,,,,,,618A,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-08 10:33:59,2013-04-18 10:33:58,2013-04-10 13:45:02,-7.87,Pothole,3195607.60732,13783086.3044,,,Voice In
11622936-101000967835,Intersection 8600 MOSLEY RD&9036 SCRANTON,Harris County,I,GREATER HOBBY AREA,,,,,2nd Monday,,575H,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-08 12:14:27,2013-04-18 12:14:27,2013-04-10 11:05:01,-8.05,Pothole,,,29.64341367,-95.25356297,WEB
11622965-101000967935,Intersection 12752 MARKET ST&1300 SHEFFIELD BLVD,,E,NORTHSHORE,,NE,NE,THURSDAY,1st Monday,,496M,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-08 13:01:49,2013-04-18 13:01:49,2013-04-10 10:45:01,-8.1,Pothole,3171377.83197,13846128.3522,,,Voice In
11622967-101000967938,Intersection 13018 MARKET ST&1300 MILES,,E,NORTHSHORE,,,,,,,497J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-08 13:03:29,2013-04-18 13:03:29,2013-04-10 10:45:01,-8.1,Pothole,3174841.54256,13846406.05408,,,Voice In
11623053-101000968220,"8429 LENORE, HOUSTON TX 77017",HARRIS,I,MEADOWBROOK / ALLENDALE,0591810020014,SE,SE,MONDAY,1st Monday,MONDAY-B,535V,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-08 15:31:32,2013-04-18 15:31:32,2013-04-10 14:05:02,-8.06,Pothole,3157162.82,13814736.97,29.68252245,-95.25578267,Voice In
11623073-101000968263,Intersection 300 E 28TH ST&2800 CORTLANDT ST,,C,GREATER HEIGHTS,,NW,NE,THURSDAY,3rd Wednesday,Thursday-b,453N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-08 15:59:06,2013-04-18 15:59:06,2013-04-10 14:25:02,-8.07,Pothole,3111191.57635,13860480.65651,,,Voice In
11623074-101000968264,3905 MONTROSE TX 77006,HARRIS,C,NEARTOWN - MONTROSE,1326980010001,NW,NW,MONDAY,1st Wednesday,MONDAY-A,493S,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-08 16:01:14,2013-04-18 16:01:14,2013-04-10 14:45:02,-8.05,Pothole - 9250,3113666.64476,13833503.77483,29.73767217,-95.39084083,WAP
11623075-101000968265,"3939 MONTROSE, HOUSTON TX 77006",HARRIS,C,NEARTOWN - MONTROSE,1326980010001,NW,NW,MONDAY,1st Wednesday,MONDAY-A,493S,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-08 16:01:18,2013-04-18 16:01:18,2013-04-19 09:05:01,0.71,Pothole - 9251,3113629.68101,13833199.32656,29.73722422,-95.39084374,WAP
11623139-101000968467,"8611 AIRPORT, HOUSTON TX 77061",HARRIS,I,GOLFCREST / BELLFORT / REVEILLE,0462050000021,,,,,,575C,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-08 19:01:12,2013-04-18 19:01:12,2013-04-10 13:05:01,-8.25,Pothole - 9272,3154928.56333,13805140.0758,29.65605155,-95.26332096,WAP
11623153-101000968514,"13811 GARDEN CREEK, HOUSTON TX 77059",HARRIS,E,CLEAR LAKE,1172600070001,,,,,,578W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-08 20:32:12,2013-04-18 20:32:12,2013-04-10 13:25:08,-8.3,Pothole - 9274,3195633.8238,13785847.71809,,,WAP
11623156-101000968522,"4702 RIDGEMAR, HOUSTON TX 77053",HARRIS,K,FORT BEND HOUSTON,1050670010020,SW,SW,FRIDAY,4th Friday,FRIDAY-A,611D,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-08 20:51:12,2013-04-18 20:51:11,2013-04-11 13:25:01,-7.31,Pothole - 9277,3096435.73931,13780425.66968,29.59320572,-95.45032049,WAP
11623175-101000968582,Intersection 200 FALLBROOK DR&11400 GREEN PLAZA DR,,B,GREATER GREENSPOINT,,,,,,,372U,Greater Greenspoint MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-09 00:34:46,2013-04-19 00:34:45,2013-04-10 14:05:01,-8.44,Pothole,3103944.38776,13903729.08051,,,Voice In
11623215-101000968722,"5723 CHEENA, HOUSTON TX 77096",HARRIS,C,MEYERLAND AREA,0930960000010,SW,SW,TUESDAY,2nd Wednesday,TUESDAY-B,531W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-09 08:40:57,2013-04-19 08:40:57,2013-04-11 15:05:01,-7.73,Pothole,,,29.66839566,-95.4876432,WEB
11623303-101000969006,"12430 BRIAR FOREST, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,0992570010023,,,,,,488R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-09 11:02:28,2013-04-19 11:02:28,2013-04-11 15:45:02,-7.8,Pothole - 9292,3047174.41153,13837241.96409,,,WAP
11623410-101000969353,"505 MAXEY, HOUSTON TX 77013",HARRIS,I,NORTHSHORE,0402450000067,,,,,,496C,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-09 13:59:13,2013-04-19 13:59:13,2013-04-11 11:05:01,-8.12,Pothole,,,29.78590914,-95.21808199,WEB
11623417-101000969354,Intersection 3200 HILLCROFT AVE&7500 RICHMOND AVE,,J,MID WEST,,,,,,,490Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-09 13:59:32,2013-04-19 13:58:00,2013-04-11 15:45:02,-7.93,Pothole,3078746.16355,13830185.42707,,,Voice In
11623475-101000969601,Intersection 700 ALLEN GENOA RD&100 GOBER,,E,MEADOWBROOK / ALLENDALE,,,,,,,536J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-09 16:25:08,2013-04-19 16:25:08,2013-04-11 10:45:02,-8.24,Pothole,,,,,Unknown
11623511-101000969725,Intersection 12700 KIRBY DR&1700 W OREM DR,,D,CENTRAL SOUTHWEST,,,,,,,572M,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-09 17:49:35,2013-04-19 17:49:35,2013-04-11 13:45:01,-8.17,Pothole,,,,,Unknown
11623541-101000969846,"4933 E RIDGE CREEK, HOUSTON TX 77053",FORT BEND,K,FORT BEND HOUSTON,6254020150600907,SW,SW,FRIDAY,4th Friday,FRIDAY-A,611D,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-09 19:52:12,2013-04-19 19:52:12,2013-04-11 13:25:01,-8.27,Pothole - 9317,3095209.34974,13778519.855580002,29.58843527,-95.45416571,WAP
11623543-101000969865,Intersection 100 CYBERONICS BLVD&16450 SPACE CENTER BLVD,Harris County,E,CLEAR LAKE,,,,,,,618M,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-09 20:45:07,2013-04-19 20:45:07,2013-04-22 23:05:04,3.1,Pothole,3205640.60858,13775898.29155,29.5714169,-95.10726178,Voice In
11623545-101000969871,"780 MEMORIAL MEWS, HOUSTON TX 77079",,G,MEMORIAL,,,,,,,488B,HCID #4 (Energy Corridor),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-09 20:52:14,2013-04-19 20:52:13,2013-04-11 15:45:02,-8.21,Pothole - 9322,3039664.56958,13846590.597859997,29.77908422,-95.62290802,WAP
11623565-101000969899,"10308 SOMMERVILLE, HOUSTON TX 77041",,A,WESTBRANCH,,NW,NW,FRIDAY,4th Friday,FRIDAY-A,450E,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-09 22:24:44,2013-04-19 22:24:44,2013-04-22 23:05:04,3.03,Pothole,,,29.83472738,-95.54864178,WEB
11623592-101000969985,"7140 BRITTMOORE, HOUSTON TX 77041",HARRIS,A,CARVERDALE,1159040020004,,,,,,409U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-10 07:32:11,2013-04-20 07:32:11,2013-04-22 23:05:05,2.65,Pothole - 9327,3055657.77235,13881406.00391,29.87396273,-95.56907751,WAP
11623633-101000970087,Intersection 11700 CITY PARK CENTRAL LN&1400 W OREM DR,,D,CENTRAL SOUTHWEST,,,,,,,573J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-10 08:48:17,2013-04-20 08:48:17,2013-04-22 23:05:04,2.59,Pothole,,,,,Unknown
11623636-101000970104,"1670 TANGLEWOOD, HOUSTON TX 77056",HARRIS,G,GREATER UPTOWN,0752020360003,,,,,,491Q,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-10 08:56:05,2013-04-20 08:56:04,2013-04-22 23:05:04,2.59,Pothole,,,29.75050619,-95.46872186,WEB
11623656-101000970177,Intersection 1700 LOUISIANA ST&700 PEASE ST,,I,DOWNTOWN,,,,,,,493Q,Houston Downtown,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-10 09:31:17,2013-04-20 09:31:17,2013-04-22 23:05:04,2.57,Pothole,,,,,WEB
11623722-101000970346,"3663 S DAIRY ASHFORD, HOUSTON TX 77082",HARRIS,F,ELDRIDGE / WEST OAKS,1204340020002,,,,,,528D,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-10 11:15:53,2013-04-20 11:15:53,2013-04-22 23:05:04,2.49,Pothole,,,,,Unknown
11623725-101000970349,"3505 S DAIRY ASHFORD, HOUSTON TX 77082",HARRIS,F,ELDRIDGE / WEST OAKS,1164520000001,,,,,,488Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-10 11:19:18,2013-04-20 11:19:18,2013-04-22 23:05:04,2.49,Pothole,,,,,Unknown
11623729-101000970356,"3505 S DAIRY ASHFORD, HOUSTON TX 77082",HARRIS,F,ELDRIDGE / WEST OAKS,1164520000001,,,,,,488Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-10 11:24:20,2013-04-20 11:24:20,2013-04-22 23:05:04,2.49,Pothole,,,,,Unknown
11623796-101000970572,"9335 KINGSFLOWER, HOUSTON TX 77075",HARRIS,D,SOUTH BELT / ELLINGTON,1150740010005,SE,SW,THURSDAY,2nd Friday,THURSDAY-B,576W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-10 14:02:09,2013-04-20 14:02:09,2013-04-22 23:05:04,2.38,Pothole,3161541.59,13786336.22,29.60407191,-95.24487074,Voice In
11623901-101000970923,"7606 JANAK, HOUSTON TX 77055",HARRIS,A,SPRING BRANCH EAST,1272760010002,NW,NE,FRIDAY,4th Wednesday,FRIDAY-A,451X,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-10 23:22:11,2013-04-20 23:22:11,2013-04-22 23:05:04,1.99,Pothole - 9348,3084829.61924,13855101.12799,29.79966554,-95.47970007,WAP
11623906-101000970934,"17117 CALI, HOUSTON TX 77090",HARRIS,B,,1169590000004,,,,,,332J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-11 00:42:24,2013-04-21 00:42:24,2013-04-22 23:05:05,1.93,Pothole - 9350,3094350.88437,13935492.20199,,,WAP
11623966-101000971121,Intersection 12700 KIRBY DR&1700 W OREM DR,,D,CENTRAL SOUTHWEST,,,,,,,572M,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-11 09:17:33,2013-04-21 09:17:33,2013-04-22 21:45:02,1.52,Pothole,,,,,Unknown
11624134-101000971590,"10333 BELLAIRE, HOUSTON TX 77072",,F,ALIEF,,,,,,,529G,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-11 13:16:53,2013-04-21 13:16:53,2013-04-22 21:45:01,1.35,Pothole,3059647.57,13819634.23,29.70421674,-95.56231183,Voice In
11624148-101000971623,"7055 TELEPHONE, HOUSTON TX 77061",HARRIS,I,GOLFCREST / BELLFORT / REVEILLE,0421950000001,SE,,TUESDAY,3rd Wednesday,,575A,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-11 13:32:10,2013-04-21 13:32:10,2013-04-22 21:45:01,1.34,Pothole - 9356,3147453.43444,13805020.80761,29.65650097,-95.28853166,WAP
11624154-101000971644,"8627 GLENHEATH, HOUSTON TX 77061",HARRIS,I,GOLFCREST / BELLFORT / REVEILLE,0900720000026,SE,SE,TUESDAY,3rd Wednesday,TUESDAY-A,535Y,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-11 13:42:13,2013-04-21 13:42:13,2013-04-22 21:45:01,1.34,Pothole - 9357,3154955.49292,13808875.25071,29.66651446,-95.26349362,WAP
11624233-101000971890,"8031 AIRPORT, HOUSTON TX 77061",HARRIS,I,GOLFCREST / BELLFORT / REVEILLE,1097860000004,SE,SE,TUESDAY,3rd Wednesday,TUESDAY-A,575B,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-11 16:22:14,2013-04-21 16:22:14,2013-04-22 21:45:01,1.22,Pothole - 9368,3152197.52659,13805746.26313,29.65867562,-95.27171385,WAP
11624242-101000971916,Intersection 12300 BEECHNUT ST&8200 COOK RD,,F,ALIEF,,,,,,,529N,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-11 16:42:32,2013-04-21 16:42:32,2013-04-22 21:45:01,1.21,Pothole,3049149.13777,13813823.03296,,,Voice In
11624343-101000972236,Intersection 4050 DAIRY ASHFORD RD&11840 WESTPARK TOLL HWY,,F,ELDRIDGE / WEST OAKS,,,,,,,528D,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-12 08:09:16,2013-04-22 08:09:16,2013-04-24 09:06:45,2.04,Pothole,3046100.13305,13822933.77884,,,Voice In
11624418-101000972475,"404 WESTHEIMER, HOUSTON TX 77006",HARRIS,C,NEARTOWN - MONTROSE,0261330000014,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493S,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-12 10:31:11,2013-04-22 10:31:11,2013-04-24 09:04:55,1.94,Pothole - 9391,3115153.22529,13835998.443980003,29.74476313,-95.38613973,WAP
11624463-101000972592,"3316 WASHINGTON, HOUSTON TX 77007",HARRIS,H,WASHINGTON AVENUE COALITION / MEMORIAL P,0071360000001,NW,SW,MONDAY,2nd Friday,non active,493E,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-12 11:40:19,2013-04-22 11:40:19,2013-04-24 09:02:19,1.89,Pothole,3112555.05,13844910.26,,,Voice In
11624463-101000972592,"3316 WASHINGTON, HOUSTON TX 77007",,C,WASHINGTON AVENUE COALITION / MEMORIAL P,,NW,NW,MONDAY,1st Wednesday,MONDAY-A,493E,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-12 11:40:19,2013-04-22 11:40:19,2013-04-24 09:02:19,1.89,Pothole,3112555.05,13844910.26,29.76922718,-95.3935031,Voice In
11624502-101000972702,"819 JACKSON HILL, HOUSTON TX 77007",HARRIS,C,WASHINGTON AVENUE COALITION / MEMORIAL P,1291190010001,NW,NW,MONDAY,1st Wednesday,MONDAY-A,492H,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-12 12:41:16,2013-04-22 12:41:16,2013-04-24 08:47:13,1.84,Pothole - 9398,3109819.90212,13844882.23521,29.76939906,-95.40209628,WAP
11624503-101000972703,Intersection 11700 CITY PARK CENTRAL LN&1400 W OREM DR,,D,CENTRAL SOUTHWEST,,,,,,,573J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-12 12:41:17,2013-04-22 12:41:16,2013-04-18 14:45:02,-3.91,Pothole,,,,,Unknown
11626055-101000973255,"5027 S BRAESWOOD, HOUSTON TX 77096",HARRIS,C,MEYERLAND AREA,0911950000007,SW,SE,TUESDAY,2nd Wednesday,TUESDAY-B,531U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-13 10:11:14,2013-04-23 10:11:14,2013-04-23 15:45:01,0.23,Pothole - 9436,3090164.23008,13811163.71364,29.67794996,-95.46686995,WAP
11626056-101000973282,"4999 HIGHWAY 6, HOUSTON TX 77084",HARRIS,A,,1188680010003,,,,,,448A,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-13 12:11:12,2013-04-23 12:11:12,2013-04-29 08:45:02,5.86,Pothole - 9443,3031397.58911,13871720.82301,29.84995537,-95.64644152,WAP
11626057-101000973297,"12455 DEEP SPRING, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,0992570010004,,,,,,488R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-13 12:41:11,2013-04-23 12:41:11,2013-04-23 16:07:20,0.14,Pothole - 9447,3046679.59023,13837472.601500003,29.75443802,-95.60143582,WAP
11626059-101000973348,"2103 BOLSOVER, HOUSTON TX 77005",HARRIS,C,UNIVERSITY PLACE,0540700000005,,,,,,532D,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-04-13 15:31:13,2013-04-23 15:31:13,2013-04-23 15:05:02,-0.02,Pothole - 9457,3108516.56909,13826851.29785,29.71984679,-95.40776309,WAP
