CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
11524735-101000706380,Intersection 550 ADDICKS HOWELL RD&15966 S BARKERS LANDING RD,Harris County,G,MEMORIAL,,,,,,,488A,HCID #4 (Energy Corridor),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 08:45:16,2012-07-12 08:45:16,2012-07-06 16:04:53,-5.69,Pothole,,,29.77947607,-95.64203644,WEB
11524740-101000706391,Intersection 15500 MEMORIAL DR&600 WESTLAKE PARK BLVD,,G,MEMORIAL,,,,,,,488B,HCID #4 (Energy Corridor),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 08:49:25,2012-07-12 08:49:25,2012-07-06 16:04:53,-5.7,Pothole,,,,,WEB
11524762-101000706438,Intersection 7900 BONAIRE ST&5500 N WAYSIDE DR,Harris County,B,SETTEGAST,,NE,NW,THURSDAY,2nd Monday,THURSDAY-A,455T,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 09:11:30,2012-07-12 09:11:30,2012-07-05 13:04:56,-6.84,Pothole,3146565.51643,13861127.90095,29.8109627,-95.28450012,Voice In
11524787-101000706499,Intersection 14200 GRISBY RD&100 HELIOS WAY,Harris County,G,MEMORIAL,,,,,,,488A,HCID #4 (Energy Corridor),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 09:41:09,2012-07-12 09:41:09,2012-07-06 16:04:53,-5.73,Pothole,,,,,WEB
11524809-101000706539,"3300 YELLOWSTONE, HOUSTON TX 77021",HARRIS,D,GREATER OST / SOUTH UNION,0100160000005,SE,SW,TUESDAY,3rd Tuesday,TUESDAY-A,533K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 09:56:21,2012-07-12 09:56:21,2012-07-05 16:04:56,-6.74,Pothole,3119110.87,13818929.16,29.6973418,-95.37515689,Voice In
11524852-101000706662,Intersection 8800 DOVER ST&7800 MORLEY,Harris County,I,GOLFCREST / BELLFORT / REVEILLE,,SE,SE,TUESDAY,3rd Wednesday,TUESDAY-A,535X,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 10:47:54,2012-07-12 10:47:54,2012-07-05 16:24:56,-6.77,Pothole,3150134.35608,13806803.63656,29.66133314,-95.27870181,Voice In
11524890-101000706785,"5243 JACKWOOD, HOUSTON TX 77096",HARRIS,C,MEYERLAND AREA,0853840000004,SW,NW,TUESDAY,4th Wednesday,Tuesday-b,531P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 11:42:37,2012-07-12 11:42:37,2012-07-11 17:04:44,-0.78,Pothole,3087367.44,13813388.1,,,Voice In
11524906-101000706855,Intersection 1500 ELLA BLVD&6500 LINDYANN LN,Harris County,C,LAZYBROOK / TIMBERGROVE,,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,452X,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 12:19:04,2012-07-12 12:19:04,2012-07-05 12:04:56,-7.01,Pothole,,,29.79641924,-95.42992403,WEB
11524915-101000706890,Intersection 6700 HARWIN DR&5900 HILLCROFT AVE,,J,SHARPSTOWN,,,,,,,530D,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 12:44:03,2012-07-12 12:44:03,2012-07-06 15:44:54,-5.87,Pothole,,,,,WEB
11524921-101000706909,Intersection 2600 FENNELL ST&7900 GLOVER ST,Harris County,I,PECAN PARK,,SE,,MONDAY,1st Tuesday,,535K,East End MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 12:56:14,2012-07-12 12:56:14,2012-07-05 13:04:56,-6.99,Pothole,3149007.62113,13822179.66027,29.70369535,-95.28070837,Voice In
11524933-101000706947,Intersection 5500 ENNIS ST&3100 N MACGREGOR WAY,Harris County,D,MACGREGOR,,SE,SW,TUESDAY,3rd Friday,Tuesday-a,533G,Greater Southeast,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 13:14:54,2012-07-12 13:14:54,2012-07-06 15:44:53,-5.9,Pothole,3120016.39991,13825089.33588,,,Voice In
11524935-101000706952,Intersection 3000 ARBOR ST&4900 ENNIS ST,,D,MACGREGOR,,SE,SE,TUESDAY,3rd Friday,Tuesday-a,533C,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 13:16:53,2012-07-12 13:16:53,2012-07-06 15:44:54,-5.9,Pothole,3121022.33261,13827493.669660002,,,Voice In
11524937-101000706956,Intersection 2344 GLEN HAVEN BLVD&7300 MORNINGSIDE DR,Harris County,C,UNIVERSITY PLACE,,SW,SE,TUESDAY,3rd Monday,TUESDAY-B,532L,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 13:19:19,2012-07-12 13:19:19,2012-07-12 16:05:04,0.12,Pothole,3106792.26757,13820114.79104,29.70164502,-95.41382602,Voice In
11525018-101000707192,Intersection 0 KATY FWY&1428 STUDEMONT ST,,H,WASHINGTON AVENUE COALITION / MEMORIAL P,,,,,,,493E,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 15:22:15,2012-07-12 15:22:15,2012-07-10 08:04:46,-2.3,Pothole,3113829.07862,13847501.138499998,,,Voice In
11525019-101000707194,"6400 RICHMOND, HOUSTON TX 77057",HARRIS,J,MID WEST,0460980000071,,,,,,490Z,Harris County PID#2,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 15:23:28,2012-07-12 15:23:28,2012-07-06 15:24:54,-6.0,Pothole,3079586.35,13830449.66,29.73232004,-95.49851153,Voice In
11525041-101000707265,"7100 REGENCY SQUARE, HOUSTON TX 77036",HARRIS,J,SHARPSTOWN,1071900000005,,,,,,530D,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 15:48:56,2012-07-12 15:48:56,2012-07-06 15:44:54,-6.0,Pothole,3076902.32,13824544.08,29.71630741,-95.50752057,Voice In
11525049-101000707308,Intersection 808 W 15TH ST&1500 HERKIMER ST,Harris County,C,GREATER HEIGHTS,,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,452Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 16:03:35,2012-07-12 16:03:35,2012-07-05 12:44:55,-7.14,Pothole,3108103.4782,13855187.4768,29.79793932,-95.40630339,Voice In
11525074-101000707417,"9950 TOWN PARK, HOUSTON TX 77036",HARRIS,F,SHARPSTOWN,1233820000001,,,,,,529D,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 17:00:47,2012-07-12 17:00:47,2012-07-11 16:24:44,-1.03,Pothole,3061605.13,13822807.68,29.71278174,-95.55585371,Voice In
11525079-101000707440,Intersection 15800 BLUE RIDGE RD&7100 W FUQUA ST,,K,FORT BEND HOUSTON,,SW,SW,FRIDAY,3rd Friday,,571W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-02 17:16:36,2012-07-12 17:16:35,2012-07-03 15:04:59,-9.09,Pothole,3082972.10491,13782020.46927,,,Voice In
11525151-101000707630,Intersection 3200 DAIRY ASHFORD RD&12600 RICHMOND AVE,,F,ELDRIDGE / WEST OAKS,,,,,,,488Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 06:17:01,2012-07-13 06:17:01,2012-07-03 07:24:59,-9.95,Pothole,3045598.60846,13828523.40776,,,Voice In
11525161-101000707661,Intersection 21700 EASTEX FWY&21700 LOOP 494,,E,KINGWOOD AREA,,,,,,,335M,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 07:22:55,2012-07-13 07:22:55,2012-07-03 08:44:59,-9.94,Pothole,3152848.24534,13940854.76511,,,Voice In
11525166-101000707685,Intersection 500 KINGWOOD DR&23300 LOOP 494,,E,KINGWOOD AREA,,,,,,,336A,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 07:49:04,2012-07-13 07:49:04,2012-07-11 16:24:44,-1.64,Pothole,3155559.22679,13949032.378019998,,,Voice In
11525192-101000707777,Intersection 9800 BUFFUM ST&3000 SPARROW ST,Harris County,D,SUNNYSIDE,,SE,SE,FRIDAY,4th Friday,FRIDAY-A,573B,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 08:37:32,2012-07-13 08:37:32,2012-07-05 16:24:56,-7.68,Pothole,3118030.19982,13802376.85375,29.65193565,-95.3801727,Voice In
11525197-101000707786,Intersection 5800 FIRNAT ST&9200 GRADY ST,Harris County,B,TRINITY / HOUSTON GARDENS,,NE,NW,TUESDAY,2nd Tuesday,TUESDAY-A,454G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 08:41:38,2012-07-13 08:41:38,2012-07-05 23:04:54,-7.4,Pothole,3137217.10796,13873174.390300002,29.84488687,-95.31276699,Voice In
11525234-101000707933,Intersection 1800 COMMONWEALTH ST&1500 NEVADA ST,Harris County,C,NEARTOWN - MONTROSE,,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492R,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 09:50:00,2012-07-13 09:50:00,2012-07-05 16:04:55,-7.74,Pothole,3111051.92211,13838218.43233,29.75104721,-95.39865874,Voice In
11525240-101000707946,"8205 MCGEE, HOUSTON TX 77071",HARRIS,K,BRAYS OAKS,0411080000034,SW,,THURSDAY,3rd Wednesday,,570B,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 09:54:14,2012-07-13 09:54:14,2012-07-12 16:25:04,-0.73,Pothole,3073280.58,13800796.8,,,Voice In
11525260-101000708011,Intersection 1200 MARSHALL ST&3700 MT VERNON ST,Harris County,C,NEARTOWN - MONTROSE,,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493S,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 10:21:26,2012-07-13 10:21:26,2012-07-05 16:04:55,-7.76,Pothole,3112736.12412,13834106.20925,29.73960119,-95.39375303,Voice In
11525334-101000708243,"63 DIPPING, HOUSTON TX 77076",HARRIS,H,NORTHSIDE/NORTHLINE,0811080000011,NE,NW,MONDAY,3rd Monday,MONDAY-B,453B,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 12:36:23,2012-07-13 12:36:23,2012-07-06 16:04:53,-6.86,Pothole,3115628.01,13874286.49,29.84979779,-95.38072688,Voice In
11525362-101000708349,"2700 SOUTHWEST FWY, HOUSTON TX 77098",HARRIS,C,GREENWAY / UPPER KIRBY AREA,0410170080311,,,,,,492Y,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 13:46:13,2012-07-13 13:46:12,2012-07-05 16:04:56,-7.9,Pothole,3104384.82,13830979.79,29.73152135,-95.42035155,Voice In
11525376-101000708388,Intersection 13000 DONEGAL WAY&3900 SWINGLE RD,,D,SOUTH ACRES / CRESTMONT PARK,,SE,SE,FRIDAY,4th Friday,,573Q,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 14:04:51,2012-07-13 14:04:50,2012-07-05 16:24:56,-7.9,Pothole,3124761.63156,13791353.10283,,,Voice In
11525377-101000708389,"3700 SWINGLE, HOUSTON TX 77047",HARRIS,D,SOUTH ACRES / CRESTMONT PARK,1306910010001,SE,SE,FRIDAY,4th Friday,FRIDAY-B,573Q,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 14:06:21,2012-07-13 14:06:21,2012-07-05 16:24:56,-7.9,Pothole,3122736.55,13790880.33,29.61975891,-95.36693552,Voice In
11525378-101000708391,"3600 SWINGLE, HOUSTON TX 77047",HARRIS,D,SOUTH ACRES / CRESTMONT PARK,0261120000053,SE,SE,FRIDAY,4th Friday,FRIDAY-B,573Q,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 14:07:17,2012-07-13 14:07:17,2012-07-05 16:24:56,-7.9,Pothole,3123548.94,13790902.44,29.6196578,-95.36449023,Voice In
11525383-101000708406,"5614 NUNN, HOUSTON TX 77087",HARRIS,I,GOLFCREST / BELLFORT / REVEILLE,0591320170001,SE,SE,TUESDAY,3rd Monday,TUESDAY-A,534Q,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 14:19:16,2012-07-13 14:19:15,2012-07-05 16:04:56,-7.93,Pothole,,,29.68364618,-95.31307718,WEB
11525395-101000708440,Intersection 6800 JUTLAND RD&5100 MALMEDY RD,,D,SOUTH PARK,,SE,SE,FRIDAY,4th Thursday,non active,534N,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 14:36:32,2012-07-13 14:36:32,2012-07-05 16:04:56,-7.94,Pothole,3129184.76248,13814318.97455,,,Voice In
11525428-101000708549,"4628 STEFFANI, HOUSTON TX 77041",HARRIS,A,CARVERDALE,0812530000016,,,,,,450E,Spring Branch,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 15:46:34,2012-07-13 15:46:33,2012-07-06 15:44:53,-7.0,Pothole,3063432.7,13868385.31,,,Voice In
11525497-101000708749,"1502 S KIRKWOOD, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,1080140000046,,,,,,489N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 19:22:50,2012-07-13 19:22:50,2012-07-06 15:24:53,-7.17,Pothole,,,29.75357313,-95.58663661,WEB
11525498-101000708750,Intersection 11700 CHAPELLE CT&1316 KIRKWOOD RD,Harris County,G,BRIAR FOREST,,NW,,MONDAY,4th Wednesday,,489J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 19:25:03,2012-07-13 19:25:02,2012-07-06 15:24:53,-7.17,Pothole,,,29.75612452,-95.58799751,WEB
11525512-101000708780,Intersection 3300 KIRKWOOD RD&12000 WESTPARK DR,,F,WESTCHASE,,,,,,,489W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-03 21:24:27,2012-07-13 21:24:27,2012-07-10 14:04:47,-3.31,Pothole,,,,,WEB
11525648-101000709131,Intersection 210 CHIMNEY ROCK RD&500 WESTMINSTER DR,,G,GREATER UPTOWN,,,,,,,491F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-05 09:25:24,2012-07-15 09:25:24,2012-07-06 15:44:54,-8.74,Pothole,3083895.37767,13846724.739459997,,,Voice In
11525662-101000709161,Intersection 5900 KATY RD&2600 LANGSTON ST,,C,WASHINGTON AVENUE COALITION / MEMORIAL P,,NW,NE,THURSDAY,3rd Wednesday,non active,492B,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-05 09:48:04,2012-07-15 09:48:04,2012-07-10 14:24:47,-4.81,Pothole,3101108.1746,13849367.06029,,,Voice In
11525720-101000709295,"12575 HIRAM CLARKE, HOUSTON TX 77045",HARRIS,K,CENTRAL SOUTHWEST,0420140000040,,,,,,572A,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-05 10:46:38,2012-07-15 10:46:38,2012-07-12 16:25:03,-2.76,Pothole,3098133.31,13800474.93,29.64817575,-95.44295584,Voice In
11525768-101000709523,"1432 HAWTHORNE, HOUSTON TX 77006",HARRIS,C,NEARTOWN - MONTROSE,0262060000003,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493S,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-05 12:37:43,2012-07-15 12:37:43,2012-07-10 15:44:47,-4.87,Pothole,3111656.54,13835147.77,29.74255565,-95.39705227,Voice In
11525777-101000709565,Intersection 3400 BROADMEAD DR&8600 BUFFALO SPEEDWAY,Harris County,K,BRAESWOOD,,SW,SE,THURSDAY,3rd Monday,THURSDAY-A,532P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-05 12:53:07,2012-07-15 12:53:07,2012-07-12 16:05:04,-2.87,Pothole,3102658.94447,13815654.83572,29.68973348,-95.42726899,Voice In
11525792-101000709596,Intersection 3600 EVERGREEN DR&7500 THUROW ST,Harris County,I,GOLFCREST / BELLFORT / REVEILLE,,SE,SE,TUESDAY,3rd Wednesday,TUESDAY-A,535N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-05 13:08:49,2012-07-15 13:08:49,2012-07-11 17:24:44,-3.82,Pothole,,,29.69261373,-95.29386912,Unknown
11525817-101000709661,Intersection 7500 W FUQUA ST&15700 GATEBRIAR DR,,K,FORT BEND HOUSTON,,SW,SW,FRIDAY,3rd Friday,non active,570Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-05 13:40:31,2012-07-15 13:40:31,2012-07-10 16:04:46,-4.9,Pothole,3080880.53888,13781964.083219998,,,Voice In
11525831-101000709694,Intersection 7308 JETTY LN&12100 SHARPVIEW DR,Harris County,F,ALIEF,,SW,SW,MONDAY,1st Wednesday,MONDAY-B,529J,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-05 13:55:29,2012-07-15 13:55:29,2012-07-12 16:05:04,-2.91,Pothole,3050148.01996,13817546.94644,29.69924349,-95.59241495,Voice In
11525882-101000709876,"2211 NORFOLK, HOUSTON TX 77098",HARRIS,C,GREENWAY / UPPER KIRBY AREA,0740510000004,,,,,,492Y,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-05 15:43:55,2012-07-15 15:43:55,2012-07-10 15:44:47,-5.0,Pothole,,,29.73221996,-95.41344346,WEB
11525906-101000709924,"2233 W ALABAMA, HOUSTON TX 77098",HARRIS,C,GREENWAY / UPPER KIRBY AREA,1083480000005,NW,SW,MONDAY,1st Wednesday,MONDAY-A,492U,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-05 16:05:11,2012-07-15 16:05:11,2012-07-12 15:45:05,-3.01,Pothole,3106243.04,13833443.61,29.73832884,-95.41426817,Voice In
11525920-101000709951,"1965 VERMONT, HOUSTON TX 77019",HARRIS,C,NEARTOWN - MONTROSE,0520540260019,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492R,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-05 16:17:18,2012-07-15 16:17:18,2012-07-12 15:45:05,-3.02,Pothole,3108457.81,13837389.66,29.74898854,-95.40691051,Voice In
11525930-101000709981,Intersection 15300 CHIMNEY ROCK RD&15200 ROCKWELL BLVD&6200 WEST BEND DR,,K,FORT BEND HOUSTON,,,,,,,571S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-05 16:31:26,2012-07-15 16:31:25,2012-07-10 16:04:47,-5.02,Pothole,3085427.80373,13784200.5046,,,Voice In
11525937-101000710005,"1324 WAKEFIELD, HOUSTON TX 77018",HARRIS,C,CENTRAL NORTHWEST,0730990040049,NW,NE,TUESDAY,3rd Thursday,TUESDAY-B,452K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-05 16:50:58,2012-07-15 16:50:57,2012-07-10 16:44:46,-5.0,Pothole,3099289.22,13864538.72,29.82438479,-95.43318244,Voice In
11525956-101000710053,Intersection 10000 WARWANA RD&1614 WITTE RD,Harris County,A,SPRING BRANCH WEST,,NW,NE,FRIDAY,4th Friday,FRIDAY-A,450S,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-05 17:27:47,2012-07-15 17:27:47,2012-07-06 15:44:54,-9.07,Pothole,3065607.44705,13854979.07761,29.80089002,-95.54025277,Voice In
11525984-101000710120,Intersection 13300 HIRAM CLARKE RD&4400 WUTHERING HEIGHTS DR,Harris County,K,CENTRAL SOUTHWEST,,,,,,,571M,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-05 18:53:20,2012-07-15 18:53:19,2012-07-11 17:24:44,-4.06,Pothole,3097239.21384,13795321.87737,29.63429624,-95.44627692,Voice In
11526000-101000710141,Intersection 2370 CRESCENT PARK DR&2400 ROYAL OAKS CLUB DR&11700 WESTHEIMER RD,,F,WESTCHASE,,,,,,,489S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-05 19:29:02,2012-07-15 19:29:01,2012-07-10 14:04:47,-5.23,Pothole,3052105.20699,13831176.81977,,,Voice In
11526013-101000710167,Intersection 7490 BRACE ST&7500 DROUET ST&6728 TELEPHONE RD,,I,GOLFCREST / BELLFORT / REVEILLE,,SE,SE,TUESDAY,3rd Wednesday,Tuesday-a,535W,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-05 20:10:45,2012-07-15 20:10:45,2012-07-11 17:24:44,-4.12,Pothole,3146811.179,13808165.65352,,,Voice In
11526022-101000710185,Intersection 2700 S GESSNER RD&9700 WESTHEIMER RD,,F,MID WEST,,SW,,MONDAY,,,490S,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-05 21:34:41,2012-07-15 21:34:41,2012-07-06 15:24:53,-9.26,Pothole,3066730.6994,13831836.57567,,,Voice In
11526044-101000710258,Intersection 7400 FANNIN ST&1800 OLD SPANISH TRL,,D,ASTRODOME AREA,,,,,,,532M,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-06 07:33:15,2012-07-16 07:33:15,2012-07-17 10:25:02,1.12,Pothole,3110981.06365,13818096.55164,,,Voice In
11526048-101000710283,"4302 DAGG, HOUSTON TX 77047",HARRIS,D,MINNETEX,0410840000001,,,,,,613D,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-06 07:50:02,2012-07-16 07:50:01,2012-07-13 07:25:02,-3.02,Pothole,3127723.67,13781268.44,29.59285846,-95.35147292,Voice In
11526050-101000710289,Intersection 4310 DAGG RD&14700 OLD CHOCOLATE BAYOU RD,Harris County,D,MINNETEX,,,,,,,613D,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-06 07:55:34,2012-07-16 07:55:34,2012-07-13 07:25:02,-3.02,Pothole,3127931.3411,13781328.11599,29.59323132,-95.35108188,Voice In
11526062-101000710337,Intersection 0 NB 288 CALUMET/BINZ EXIT RAMP&2400 RIVERSIDE DR&0 SOUTH FWY,Harris County,D,MACGREGOR,,SE,SW,TUESDAY,,TUESDAY-A,533B,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-06 08:37:30,2012-07-16 08:37:30,2012-07-12 16:05:04,-3.69,Pothole,3118037.82513,13826076.484499998,29.71707925,-95.37783806,Voice In
11526067-101000710359,Intersection 7700 BELLAIRE BLVD&6900 FONDREN RD,,J,SHARPSTOWN,,,,,,,530G,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-06 08:48:49,2012-07-16 08:48:49,2012-07-10 15:44:48,-5.71,Pothole,3072650.8516,13820354.434259998,,,Voice In
11526070-101000710364,Intersection 8300 LARSON&8300 W MONROE RD,,I,GREATER HOBBY AREA,,,,,,,575G,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-06 08:50:58,2012-07-16 08:50:58,2012-07-13 07:45:01,-3.05,Pothole,,,,,WEB
11526074-101000710376,Intersection 11100 WESTHEIMER RD&2600 WILCREST DR,,F,BRIAR FOREST,,,,,,,489U,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-06 08:57:15,2012-07-16 08:57:14,2012-07-13 15:25:02,-2.73,Pothole,3056302.11855,13831370.374499997,,,Voice In
11526093-101000710466,Intersection 1518 KIRKWOOD RD&11758 LAKESIDE PLACE DR,,G,BRIAR FOREST,,,,,,,489N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-06 09:48:08,2012-07-16 09:48:08,2012-07-10 14:04:47,-5.82,Pothole,3051609.21488,13837212.17844,,,Voice In
11526100-101000710488,"2418 FERGUSON, HOUSTON TX 77088",HARRIS,B,ACRES HOME,0701130070004,NW,NW,TUESDAY,4th Monday,TUESDAY-B,412N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-06 09:58:29,2012-07-16 09:58:29,2012-07-10 16:24:46,-5.73,Pothole,3094259.77,13883905.3,29.87803786,-95.44718172,Voice In
11526202-101000710822,Intersection 4500 BEECHNUT ST&8500 NEWCASTLE ST,Harris County,C,MEYERLAND AREA,,,,,,,531R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-06 13:14:18,2012-07-16 13:14:18,2012-07-12 16:05:04,-3.88,Pothole,3095113.73154,13815289.73967,,,Voice In
11526216-101000710871,Intersection 8700 S GESSNER RD&8500 TYBOR DR,Harris County,J,BRAEBURN,,,,,,,530P,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-07-06 13:41:04,2012-07-16 13:41:04,2012-07-11 17:04:45,-4.86,Pothole,3070266.16411,13813755.58952,29.68719486,-95.52942669,Voice In
