,CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
221915,12272637-101003119058,"513 WALTON, HOUSTON TX 77009",HARRIS,H,GREATER HEIGHTS,0330770000014,NW,NW,THURSDAY,1st Friday,THURSDAY-A,453X,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-25 10:31:53,2018-07-27 10:31:53,2018-07-26 08:45:10,-1.07,Pothole - 297231,-95.37666,29.79611,29.796006,-95.37655108,WAP
222093,12272680-101003119277,"10991 SCARSDALE, HOUSTON TX 77089",HARRIS,D,,1165110000001,,,,,,616C,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-25 12:01:49,2018-07-27 12:01:49,2018-07-26 12:00:09,-1.0,Pothole - 297245,-95.21179,29.58647,29.58676371,-95.21185685,WAP
222435,12272775-101003119694,"909 DAIRY ASHFORD, HOUSTON TX 77079",HARRIS,G,MEMORIAL,0402240000013,,,,,,488D,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-25 15:16:46,2018-07-27 15:16:46,2018-07-26 09:25:10,-1.24,Pothole - 297306,-95.60647,29.77704,29.77703985,-95.60699481,WAP
222545,12272805-101003119836,"2600 S LOOP W, HOUSTON TX 77054",HARRIS,K,SOUTH MAIN,1136660000001,,,,,,532U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-25 16:32:42,2018-07-27 16:32:42,2018-07-26 05:40:09,-1.45,Pothole - 297323,-95.41884,29.67807,29.67855943,-95.41831119,WAP
222593,12272816-101003119906,"10951 SCARSDALE, HOUSTON TX 77089",HARRIS,D,,1149910040027,,,,,,616C,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-25 17:16:45,2018-07-30 08:00:00,2018-07-26 11:40:10,-3.85,Pothole - 297339,-95.21255,29.58575,29.58583691,-95.21264244,WAP
222744,12272874-101003120082,"7400 MAIN, HOUSTON TX 77030",HARRIS,C,UNIVERSITY PLACE,0620220000001,SW,SE,TUESDAY,3rd Monday,TUESDAY-B,532L,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 01:22:58,2018-07-27 10:22:58,2018-07-26 10:25:10,-1.0,Pothole - 297179,-95.40917,29.70085,29.70115626,-95.40959591,WAP
222748,12272637-101003120086,"513 WALTON, HOUSTON TX 77009",HARRIS,H,GREATER HEIGHTS,0330770000014,NW,NW,THURSDAY,1st Friday,THURSDAY-A,453X,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 01:23:37,2018-07-27 10:23:37,2018-07-26 01:26:06,-1.37,Pothole - 297229,-95.37672,29.79604,29.796006,-95.37655108,WAP
222751,297241-101003120089,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 01:24:38,2018-07-27 10:24:38,2018-07-26 10:39:17,-0.99,Pothole - 297241,-95.20763,29.58984,Unknown,Unknown,WAP
222752,297247-101003120090,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 01:24:39,2018-07-27 10:24:39,2018-07-26 10:54:58,-0.98,Pothole - 297247,-95.30368,29.77565,Unknown,Unknown,WAP
222756,297340-101003120094,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 01:24:48,2018-07-27 10:24:48,2018-07-26 11:01:58,-0.97,Pothole - 297340,-95.20674,29.59074,Unknown,Unknown,WAP
222766,297373-101003120104,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 01:25:03,2018-07-27 10:25:03,2018-07-26 11:16:24,-0.96,Pothole - 297373,-95.34023,29.77179,Unknown,Unknown,WAP
222771,297384-101003120109,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 01:25:08,2018-07-27 10:25:08,2018-07-26 11:38:30,-0.95,Pothole - 297384,-95.47172,29.7316,Unknown,Unknown,WAP
223072,12272952-101003120458,"2603 SHADY ACRES, HOUSTON TX 77008",HARRIS,C,GREATER HEIGHTS,1250490010011,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,452U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 10:20:50,2018-07-30 10:20:50,2018-07-27 08:55:10,-3.06,Pothole-101003120458,3103036.76753,13859384.52812,29.80990282,-95.42186627,Voice In
223096,12272960-101003120487,Intersection 300 MELBOURNE ST&6400 PAINE ST,Harris County,H,NEAR NORTHSIDE,,NE,NE,MONDAY,2nd Friday,MONDAY-B,453Q,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 10:32:41,2018-07-30 10:32:41,2018-07-26 13:30:10,-3.88,Pothole-101003120487,3119865.73912,13862234.059820002,29.81630897,-95.36854549,Voice In
223141,12272968-101003120538,"720 ZOE, HOUSTON TX 77020",HARRIS,H,DENVER HARBOR / PORT HOUSTON,0120530000038,NE,NE,FRIDAY,1st Tuesday,FRIDAY-B,494H,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 10:53:42,2018-07-30 10:52:00,2018-07-30 07:55:02,-0.12,Pothole-101003120538,3140929.98899,13848110.07856,29.77567291,-95.30355938,SMS In
223202,12272981-101003120604,Intersection 0 W IH 610 LOOP S&4950 RICHMOND AVE,,G,GREATER UPTOWN,,,,,,,491Y,Uptown Houston MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 11:26:13,2018-07-30 11:26:13,2018-07-27 14:05:11,-2.89,Pothole-101003120604,3091822.32375,13830681.13736,,,Voice In
223220,12272985-101003120622,"5400 RICHMOND, HOUSTON TX 77056",HARRIS,G,GREATER UPTOWN,0770870090011,SW,SW,MONDAY,1st Friday,MONDAY-A,491Y,SAINT GEORGE PLACE MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 11:36:58,2018-07-30 11:36:00,2018-08-01 12:45:02,2.05,Pothole-101003120622,3088027.39466,13830527.531699998,29.73183655,-95.471919,SMS In
223255,12272995-101003120660,"5638 BENNING, HOUSTON TX 77096",HARRIS,K,WESTBURY,0881020070028,SW,SE,THURSDAY,2nd Thursday,THURSDAY-A,531W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 12:01:57,2018-07-30 12:01:57,2018-07-27 11:10:11,-3.04,Pothole - 297493,-95.48701,29.65915,29.65926147,-95.48682359,WAP
223350,12273023-101003120774,Intersection 6300 BELLAIRE BLVD&6900 HILLCROFT AVE,,J,GULFTON,,,,,,,531E,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 12:57:08,2018-07-30 12:57:08,2018-07-27 11:40:11,-3.05,Pothole,,,,,WEB
223413,12273043-101003120856,"10510 CHEEVES, HOUSTON TX 77016",HARRIS,B,EAST LITTLE YORK / HOMESTEAD,0824920000027,NE,NW,TUESDAY,2nd Tuesday,TUESDAY-A,415W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 13:34:51,2018-07-30 13:34:51,2018-07-27 09:30:10,-3.17,Pothole-101003120856,3143371.22426,13880763.986019997,29.86521237,-95.29260528,Voice In
223644,12273111-101003121149,"6375 FUQUA, HOUSTON TX 77048",HARRIS,D,MINNETEX,0261190000220,SE,SE,FRIDAY,4th Monday,FRIDAY-B,574U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 16:01:56,2018-07-30 16:01:55,2018-07-31 08:05:02,0.67,Pothole - 297545,-95.30868,29.61212,29.61258497,-95.30863229,WAP
223654,12273114-101003121165,Intersection 800 CHARTRES ST&2000 RUSK ST,,I,DOWNTOWN,,,,,,,493R,East Downtown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 16:09:27,2018-07-30 16:09:27,2018-07-27 11:55:10,-3.18,Pothole,,,,,Unknown
223734,297572-101003121259,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 17:02:58,2018-07-31 08:00:00,2018-07-27 13:17:44,-3.78,Pothole - 297572,-95.45845,29.68937,Unknown,Unknown,WAP
223779,12273140-101003121313,"7723 ROCKHILL, HOUSTON TX 77061",HARRIS,I,GOLFCREST / BELLFORT / REVEILLE,0851280000032,SE,SE,TUESDAY,3rd Wednesday,TUESDAY-A,535X,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 18:07:41,2018-07-31 08:00:00,2018-07-27 13:25:10,-3.77,Pothole-101003121313,3149635.72748,13808184.93039,29.6651735,-95.28013276,Voice In
223804,12273149-101003121345,Intersection 1518 KIRKWOOD RD&11758 LAKESIDE PLACE DR,,G,BRIAR FOREST,,,,,,,489N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-26 18:47:01,2018-07-31 08:00:00,2018-07-27 13:55:10,-3.75,Pothole-101003121345,3051609.21488,13837212.17844,,,Voice In
224235,12273249-101003121822,Intersection 900 ROBBIE ST&1900 TYLER ST,Harris County,H,GREATER HEIGHTS,,NW,NW,THURSDAY,1st Friday,THURSDAY-A,453T,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-27 10:07:05,2018-07-31 10:07:05,2018-07-30 11:25:01,-0.95,Pothole,,,29.80464166,-95.38274373,WEB
224279,12273263-101003121870,"210 N HAGERMAN, HOUSTON TX 77011",HARRIS,H,SECOND WARD,0350430000022,SE,SE,MONDAY,1st Friday,MONDAY-A,494P,East End MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-27 10:27:36,2018-07-31 10:27:36,2018-07-27 15:10:10,-3.8,Pothole-101003121870,3133871.88401,13838472.58044,29.74979435,-95.32675155,Voice In
224560,12273340-101003122180,"4680 BEECHNUT, HOUSTON TX 77025",HARRIS,C,MEYERLAND AREA,0440360000022,,,,,,531R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-27 13:15:27,2018-07-31 13:07:00,2018-07-30 10:30:02,-1.11,Pothole-101003122180,3092888.83606,13815311.554259997,29.68960701,-95.4580598,SMS In
224895,12273411-101003122571,"4422 WEAVER, HOUSTON TX 77016",HARRIS,B,TRINITY / HOUSTON GARDENS,0740070010002,NE,NW,TUESDAY,2nd Tuesday,TUESDAY-A,454K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-27 16:16:40,2018-07-31 16:16:40,2018-07-30 08:50:01,-1.31,Pothole - 297791,-95.32535,29.8339,29.83372441,-95.32539568,WAP
225068,12273460-101003122785,"15800 HARDY, HOUSTON TX 77060",HARRIS,B,GREATER GREENSPOINT,1089460000003,,,,,,373P,Greater Greenspoint MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-27 19:31:40,2018-08-01 08:00:00,2018-07-30 17:20:02,-1.61,Pothole - 297816,-95.38384,29.9473,29.94715336,-95.38469833,WAP
225109,12273472-101003122827,Intersection 1400 ALLEN PKWY&1300 IH 45 ALLEN PKWY EXIT RAMP,Harris County,C,FOURTH WARD,,,,,,,493K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-27 20:43:40,2018-08-01 08:00:00,2018-07-30 16:15:01,-1.66,Pothole-101003122827,3117963.48374,13841764.126019998,29.76020626,-95.37654113,Voice In
225158,12273484-101003122878,Intersection 0 W SAM HOUSTON PKWY S&10260 WESTHEIMER RD,,F,BRIAR FOREST,,,,,,,489V,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-27 22:13:03,2018-08-01 08:00:00,2018-07-30 15:20:02,-1.69,Pothole,,,,,Unknown
225183,12273488-101003122903,Intersection 4800 JACKSON ST&1700 WENTWORTH ST,Harris County,D,MUSEUM PARK,,SW,SE,TUESDAY,,TUESDAY-B,493X,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-28 01:58:22,2018-08-01 08:00:00,2018-07-30 12:50:01,-1.8,Pothole-101003122903,3117545.31594,13830009.52388,29.72793199,-95.37900537,Voice In
225336,12273527-101003123071,"7322 WERNER, HOUSTON TX 77076",HARRIS,H,NORTHSIDE/NORTHLINE,0762220020038,NE,NW,MONDAY,3rd Tuesday,MONDAY-B,413S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-28 10:23:54,2018-08-01 08:00:00,2018-07-30 13:50:02,-1.76,Pothole-101003123071,3111143.7231,13880812.03349,29.86811486,-95.39423157,Voice In
225455,12273567-101003123194,"1012 ROBBIE, HOUSTON TX 77009",HARRIS,H,GREATER HEIGHTS,0350120070013,NW,NW,THURSDAY,1st Friday,THURSDAY-A,453T,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-28 12:44:23,2018-08-01 08:00:00,2018-07-30 10:35:02,-1.89,Pothole,,,29.80485529,-95.38490549,WEB
225459,12273569-101003123198,Intersection 900 ROBBIE ST&1900 TYLER ST,Harris County,H,GREATER HEIGHTS,,NW,NW,THURSDAY,1st Friday,THURSDAY-A,453T,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-28 12:47:49,2018-08-01 08:00:00,2018-07-30 10:35:02,-1.89,Pothole,,,29.80464166,-95.38274373,WEB
225571,12273604-101003123315,"3611 MANITOU, HOUSTON TX 77013",HARRIS,I,EL DORADO / OATES PRAIRIE,0642070040145,NE,NE,THURSDAY,1st Monday,THURSDAY-A,455Y,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-28 15:52:33,2018-08-01 08:00:00,2018-07-30 15:40:02,-1.68,Pothole-101003123315,3152911.09921,13855522.10048,29.79499897,-95.2650648,Voice In
225753,12273671-101003123511,Intersection 7700 BOONE RD&11100 CORONA LN,Harris County,F,ALIEF,,,,,,,529K,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-29 10:59:04,2018-08-01 08:00:00,2018-07-30 13:05:01,-1.79,Pothole,,,29.69465633,-95.57505788,WEB
225787,12273687-101003123549,Intersection 500 KINGWOOD DR&29900 LOOP 494,Montgomery County,E,KINGWOOD AREA,,,,,,,336A,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-29 12:27:20,2018-08-01 08:00:00,2018-07-30 10:45:01,-1.89,Pothole-101003123549,3155555.17824,13949033.51877,30.05177854,-95.24727376,Voice In
225836,12273714-101003123601,Intersection 300 KNIPP RD&11900 MEMORIAL DR,,G,MEMORIAL,,,,,,,490K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-29 15:07:47,2018-08-01 08:00:00,2018-07-30 14:25:03,-1.73,Pothole-101003123601,3068068.53858,13839818.38517,,,Voice In
225857,12273722-101003123624,Intersection 13400 RINCON DR&2200 ROLK RD,Harris County,G,ELDRIDGE / WEST OAKS,,,,,,,488T,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-29 15:45:05,2018-08-01 08:00:00,2018-07-30 13:25:01,-1.77,Pothole,,,29.74118192,-95.62682181,WEB
225859,12273723-101003123626,Intersection 5000 MEMORIAL SERVICE RD&2 SANDMAN ST,Harris County,C,WASHINGTON AVENUE COALITION / MEMORIAL P,,,,,,,492L,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-29 15:46:26,2018-08-01 08:00:00,2018-07-30 08:25:02,-1.98,Pothole-101003123626,3106877.54856,13842358.283299997,29.76277928,-95.41140788,Voice In
225913,12273739-101003123685,Intersection 2600 W HOLCOMBE BLVD&6800 KIRBY DR,,C,UNIVERSITY PLACE,,,,,,,532G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-29 17:59:22,2018-08-01 08:00:00,2018-07-30 14:15:01,-1.74,Pothole-101003123685,3105325.71309,13821713.66153,,,Voice In
226000,12273773-101003123787,"5740 SAN FELIPE, HOUSTON TX 77057",HARRIS,G,GREATER UPTOWN,1184570010001,,,,,,491P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 02:27:00,2018-07-31 11:27:00,2018-07-30 16:05:02,-0.81,Pothole - 297836,-95.47958,29.75057,29.75052587,-95.4786654,WAP
226017,12273777-101003123805,"1547 YALE, HOUSTON TX 77008",HARRIS,C,GREATER HEIGHTS,0201380000002,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,452Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 02:27:30,2018-07-31 11:27:30,2018-07-30 13:15:02,-0.93,Pothole - 297891,-95.3992,29.79987,29.79972292,-95.39941459,WAP
226020,12273778-101003123807,"7400 N PICNIC, HOUSTON TX 77007",HARRIS,C,WASHINGTON AVENUE COALITION / MEMORIAL P,0440820020022,,,,,,492J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 02:27:33,2018-07-31 11:27:33,2018-07-30 14:50:01,-0.86,Pothole - 297896,-95.4413,29.76501,29.76465407,-95.44444518,WAP
226028,12273784-101003123816,"1701 W MAIN, HOUSTON TX 77098",HARRIS,C,NEARTOWN - MONTROSE,0522660010001,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 02:27:42,2018-07-31 11:27:42,2018-07-30 13:10:02,-0.93,Pothole - 297919,-95.40218,29.73579,29.73582908,-95.40215827,WAP
226030,12273785-101003123817,"2200 SOUTHWEST, HOUSTON TX 77098",HARRIS,C,GREENWAY / UPPER KIRBY AREA,0410170080350,,,,,,492Y,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 02:27:44,2018-07-31 11:27:44,2018-07-30 13:40:01,-0.91,Pothole - 297922,-95.41302,29.73184,29.73163616,-95.41339193,WAP
226051,12273789-101003123839,"806 W 20TH, HOUSTON TX 77008",HARRIS,C,GREATER HEIGHTS,0200910000005,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,452U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 02:28:09,2018-07-31 11:28:09,2018-07-30 12:55:01,-0.94,Pothole - 297985,-95.41267,29.80368,29.80348756,-95.41273075,WAP
226056,12273790-101003123844,"6445 SOUTHWEST, HOUSTON TX 77081",HARRIS,J,GULFTON,0901680000013,,,,,,531A,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 02:28:15,2018-07-31 11:28:15,2018-07-30 14:55:02,-0.86,Pothole - 298001,-95.495,29.7185,29.71868279,-95.49498472,WAP
226114,12273803-101003123902,"2345 ANN, HOUSTON TX 77003",HARRIS,H,SECOND WARD,1245270020013,,,,,,494J,East End MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 02:29:28,2018-07-31 11:29:28,2018-07-30 14:30:02,-0.87,Pothole - 298159,-95.3455,29.76063,29.76060892,-95.34544055,WAP
226183,12273825-101003123984,Intersection 10700 BAUMAN RD&300 PARKER RD,,H,NORTHSIDE/NORTHLINE,,NE,NE,MONDAY,3rd Monday,Monday-a,413Y,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 07:59:38,2018-07-31 16:59:38,2018-07-31 09:35:02,-0.31,Pothole-101003123984,3118285.90567,13877731.08887,,,Voice In
226205,12273831-101003124009,"711 TELEPHONE, HOUSTON TX 77023",HARRIS,I,GREATER EASTWOOD,0410070100050,,,,,,494X,East End MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 08:09:59,2018-08-01 08:09:59,2018-07-30 14:40:02,-1.73,Pothole,,,29.73506077,-95.33045803,WEB
226402,12273901-101003124211,"4509 LARKSPUR, HOUSTON TX 77051",HARRIS,D,SUNNYSIDE,0730510020008,SE,SE,FRIDAY,4th Thursday,FRIDAY-A,533Y,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 09:45:45,2018-08-01 09:45:45,2018-07-30 14:55:02,-1.79,Pothole,,,29.66147561,-95.35996628,WEB
226845,12274023-101003124710,"7630 S LOOP E, HOUSTON TX 77017",HARRIS,I,PARK PLACE,0402340000083,,,,,,535J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 13:39:32,2018-08-01 13:39:32,2018-07-30 14:20:01,-1.97,Pothole-101003124710,3147744.6627,13819569.46307,29.69663118,-95.2849459,Voice In
226882,12274032-101003124759,Intersection 2700 GREEN CREST DR&14900 RICHMOND AVE,Harris County,F,ELDRIDGE / WEST OAKS,,,,,,,487Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 14:01:27,2018-08-01 14:01:27,2018-07-31 14:50:03,-0.97,Pothole,,,29.73126608,-95.65177914,WEB
226888,12274034-101003124767,"7543 MAPLE TREE, HOUSTON TX 77088",HARRIS,A,GREATER INWOOD,1020320000026,NW,NW,TUESDAY,4th Monday,TUESDAY-B,411U,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 14:04:29,2018-08-01 14:04:29,2018-07-31 09:45:02,-1.18,Pothole-101003124767,3087774.64845,13881961.5102,29.87323515,-95.46782106,Voice In
226974,12274063-101003124865,"10500 SCOTT, HOUSTON TX 77051",HARRIS,D,SUNNYSIDE,0811390000017,SE,SE,FRIDAY,4th Friday,FRIDAY-A,573G,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 14:47:31,2018-08-01 14:47:31,2018-07-31 12:45:03,-1.09,Pothole-101003124865,3121748.74192,13800271.13585,29.64583055,-95.36867649,Voice In
227021,12274071-101003124933,"6619 LINDY, HOUSTON TX 77023",HARRIS,I,LAWNDALE / WAYSIDE,0622060090022,SE,SE,MONDAY,1st Tuesday,MONDAY-A,534C,East End MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 15:12:24,2018-08-01 15:12:24,2018-07-31 11:20:02,-1.16,Pothole,,,29.72089676,-95.31182659,WEB
227070,12274084-101003124989,Intersection 4400 W FUQUA ST&14600 MONRAD DR,,K,CENTRAL SOUTHWEST,,,,,,,572S,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 15:32:59,2018-08-01 15:32:58,2018-07-31 12:50:02,-1.11,Pothole-101003124989,3098568.80206,13787755.436140003,,,Voice In
227189,12274110-101003125182,"3506 N MAIN, HOUSTON TX 77009",HARRIS,H,NEAR NORTHSIDE,0400920000011,,,,,,493C,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 16:54:59,2018-08-01 16:54:59,2018-07-31 10:05:13,-1.28,Pothole,,,29.7900636,-95.37006947,Unknown
227205,12274113-101003125198,Intersection 6300 BELLAIRE BLVD&6900 HILLCROFT AVE,,J,GULFTON,,,,,,,531E,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 17:06:02,2018-08-02 08:00:00,2018-07-31 14:10:03,-1.74,Pothole-101003125198,3081611.91406,13820735.94728,,,Voice In
227335,12274152-101003125342,"5615 DOULTON, HOUSTON TX 77033",HARRIS,D,SOUTH PARK,0790290020009,SE,SE,FRIDAY,4th Wednesday,FRIDAY-A,534S,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 19:36:01,2018-08-02 08:00:00,2018-07-31 11:50:03,-1.84,Pothole-101003125342,3131184.55769,13810122.52231,29.6721005,-95.33801356,Voice In
227353,12274161-101003125363,Intersection 3800 W 12TH ST&8900 HEMPSTEAD RD,,C,WASHINGTON AVENUE COALITION / MEMORIAL P,,,,,,,452W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-30 19:59:13,2018-08-02 08:00:00,2018-07-31 10:30:03,-1.9,Pothole,,,,,Unknown
227446,12274181-101003125465,"2817 SMITH, HOUSTON TX 77006",HARRIS,C,MIDTOWN,0132490000005,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493T,Midtown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 02:19:55,2018-08-01 11:19:55,2018-07-31 10:30:03,-1.03,Pothole - 298297,-95.37917,29.74551,29.74562124,-95.37876226,WAP
227458,12274185-101003125478,"7117 FANNIN, HOUSTON TX 77030",HARRIS,D,MEDICAL CENTER AREA,1257920010001,SW,SE,THURSDAY,3rd Monday,THURSDAY-A,532M,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 02:20:14,2018-08-01 11:20:14,2018-07-31 11:40:03,-0.99,Pothole - 298331,-95.40139,29.70051,29.70031999,-95.40143529,WAP
